cfg,seed,instance,iteration,best_su,best_csr,best_placed
REP,4,350,1,31.9388,100.0000,45
REP,4,350,2,33.2121,100.0000,40
REP,4,350,3,35.3802,100.0000,46
REP,4,350,4,36.0539,100.0000,44
REP,4,350,5,36.0539,100.0000,44
REP,4,350,6,37.8589,100.0000,48
REP,4,350,7,37.8589,100.0000,48
REP,4,350,8,37.8589,100.0000,48
REP,4,350,9,37.8589,100.0000,48
REP,4,350,10,37.8589,100.0000,48
REP,4,350,11,37.8589,100.0000,48
REP,4,350,12,37.8589,100.0000,48
REP,4,350,13,37.8589,100.0000,48
REP,4,350,14,37.8589,100.0000,48
REP,4,350,15,37.8589,100.0000,48
REP,4,350,16,37.8589,100.0000,48
REP,4,350,17,37.8589,100.0000,48
REP,4,350,18,37.9410,100.0000,45
REP,4,350,19,39.7419,100.0000,46
REP,4,350,20,39.7419,100.0000,46
REP,4,350,21,39.7419,100.0000,46
REP,4,350,22,39.7419,100.0000,46
REP,4,350,23,40.8309,100.0000,52
REP,4,350,24,40.8309,100.0000,52
REP,4,350,25,40.8309,100.0000,52
REP,4,350,26,40.8309,100.0000,52
REP,4,350,27,40.8309,100.0000,52
REP,4,350,28,40.8309,100.0000,52
REP,4,350,29,40.8309,100.0000,52
REP,4,350,30,40.8309,100.0000,52
REP,4,350,31,40.8309,100.0000,52
REP,4,350,32,40.8309,100.0000,52
REP,4,350,33,40.8309,100.0000,52
REP,4,350,34,40.8309,100.0000,52
REP,4,350,35,40.8309,100.0000,52
REP,4,350,36,40.8309,100.0000,52
REP,4,350,37,40.8309,100.0000,52
REP,4,350,38,40.8309,100.0000,52
REP,4,350,39,40.8309,100.0000,52
REP,4,350,40,40.8309,100.0000,52
REP,4,350,41,40.8309,100.0000,52
REP,4,350,42,41.4004,100.0000,48
REP,4,350,43,41.4004,100.0000,48
REP,4,350,44,41.4004,100.0000,48
REP,4,350,45,41.4004,100.0000,48
REP,4,350,46,42.0523,100.0000,51
REP,4,350,47,42.0523,100.0000,51
REP,4,350,48,42.0523,100.0000,51
REP,4,350,49,42.0523,100.0000,51
REP,4,350,50,42.0523,100.0000,51
REP,4,350,51,42.0523,100.0000,51
REP,4,350,52,42.0523,100.0000,51
REP,4,350,53,42.0523,100.0000,51
REP,4,350,54,42.0523,100.0000,51
REP,4,350,55,42.0523,100.0000,51
REP,4,350,56,42.0523,100.0000,51
REP,4,350,57,42.0523,100.0000,51
REP,4,350,58,42.0523,100.0000,51
REP,4,350,59,42.0523,100.0000,51
REP,4,350,60,42.0523,100.0000,51
REP,4,350,61,42.0523,100.0000,51
REP,4,350,62,42.0523,100.0000,51
REP,4,350,63,42.0523,100.0000,51
REP,4,350,64,42.0523,100.0000,51
REP,4,350,65,42.0523,100.0000,51
REP,4,350,66,42.0523,100.0000,51
REP,4,350,67,42.0523,100.0000,51
REP,4,350,68,42.0523,100.0000,51
REP,4,350,69,42.0523,100.0000,51
REP,4,350,70,42.0523,100.0000,51
REP,4,350,71,42.0523,100.0000,51
REP,4,350,72,42.3290,100.0000,53
REP,4,350,73,42.3290,100.0000,53
REP,4,350,74,42.3290,100.0000,53
REP,4,350,75,42.3290,100.0000,53
REP,4,350,76,42.3290,100.0000,53
REP,4,350,77,42.3290,100.0000,53
REP,4,350,78,42.3290,100.0000,53
REP,4,350,79,42.3290,100.0000,53
REP,4,350,80,43.5383,100.0000,53
REP,4,350,81,43.5383,100.0000,53
REP,4,350,82,43.5383,100.0000,53
REP,4,350,83,43.5383,100.0000,53
REP,4,350,84,43.5383,100.0000,53
REP,4,350,85,43.5383,100.0000,53
REP,4,350,86,43.5383,100.0000,53
REP,4,350,87,43.5383,100.0000,53
REP,4,350,88,43.5383,100.0000,53
REP,4,350,89,43.5383,100.0000,53
REP,4,350,90,43.5383,100.0000,53
REP,4,350,91,43.5383,100.0000,53
REP,4,350,92,43.5383,100.0000,53
REP,4,350,93,43.5383,100.0000,53
REP,4,350,94,43.5383,100.0000,53
REP,4,350,95,43.5383,100.0000,53
REP,4,350,96,43.5383,100.0000,53
REP,4,350,97,43.5383,100.0000,53
REP,4,350,98,43.5383,100.0000,53
REP,4,350,99,43.5383,100.0000,53
REP,4,350,100,43.5383,100.0000,53
REP,4,350,101,43.5383,100.0000,53
REP,4,350,102,43.5383,100.0000,53
REP,4,350,103,43.5383,100.0000,53
REP,4,350,104,43.5383,100.0000,53
REP,4,350,105,43.5383,100.0000,53
REP,4,350,106,43.5383,100.0000,53
REP,4,350,107,43.5383,100.0000,53
REP,4,350,108,43.5383,100.0000,53
REP,4,350,109,43.5383,100.0000,53
REP,4,350,110,43.5383,100.0000,53
REP,4,350,111,43.5383,100.0000,53
REP,4,350,112,43.5383,100.0000,53
REP,4,350,113,43.5383,100.0000,53
REP,4,350,114,43.5383,100.0000,53
REP,4,350,115,43.5383,100.0000,53
REP,4,350,116,43.5383,100.0000,53
REP,4,350,117,43.5383,100.0000,53
REP,4,350,118,43.5383,100.0000,53
REP,4,350,119,43.5383,100.0000,53
REP,4,350,120,43.5383,100.0000,53
REP,4,350,121,43.5383,100.0000,53
REP,4,350,122,43.5383,100.0000,53
REP,4,350,123,43.5383,100.0000,53
REP,4,350,124,43.5383,100.0000,53
REP,4,350,125,43.5383,100.0000,53
REP,4,350,126,43.5383,100.0000,53
REP,4,350,127,43.5383,100.0000,53
REP,4,350,128,43.5383,100.0000,53
REP,4,350,129,43.5383,100.0000,53
REP,4,350,130,43.5383,100.0000,53
REP,4,350,131,43.5383,100.0000,53
REP,4,350,132,43.5383,100.0000,53
REP,4,350,133,43.5383,100.0000,53
REP,4,350,134,43.5383,100.0000,53
REP,4,350,135,43.5383,100.0000,53
REP,4,350,136,43.5383,100.0000,53
REP,4,350,137,43.5383,100.0000,53
REP,4,350,138,43.5383,100.0000,53
REP,4,350,139,43.5383,100.0000,53
REP,4,350,140,43.5383,100.0000,53
REP,4,350,141,43.5383,100.0000,53
REP,4,350,142,43.5383,100.0000,53
REP,4,350,143,43.5383,100.0000,53
REP,4,350,144,43.5383,100.0000,53
REP,4,350,145,43.5383,100.0000,53
REP,4,350,146,43.5383,100.0000,53
REP,4,350,147,43.5383,100.0000,53
REP,4,350,148,43.5383,100.0000,53
REP,4,350,149,43.5383,100.0000,53
REP,4,350,150,43.5383,100.0000,53
REP,4,350,151,43.5383,100.0000,53
REP,4,350,152,43.5383,100.0000,53
REP,4,350,153,43.5383,100.0000,53
REP,4,350,154,43.5383,100.0000,53
REP,4,350,155,43.5383,100.0000,53
REP,4,350,156,43.5383,100.0000,53
REP,4,350,157,43.5383,100.0000,53
REP,4,350,158,43.5383,100.0000,53
REP,4,350,159,43.5383,100.0000,53
REP,4,350,160,43.5383,100.0000,53
REP,4,350,161,43.5383,100.0000,53
REP,4,350,162,43.5383,100.0000,53
REP,4,350,163,43.5383,100.0000,53
REP,4,350,164,43.5383,100.0000,53
REP,4,350,165,43.5383,100.0000,53
REP,4,350,166,43.5383,100.0000,53
REP,4,350,167,43.5383,100.0000,53
REP,4,350,168,43.5383,100.0000,53
REP,4,350,169,43.5383,100.0000,53
REP,4,350,170,43.5383,100.0000,53
REP,4,350,171,43.5383,100.0000,53
REP,4,350,172,43.5383,100.0000,53
REP,4,350,173,43.5383,100.0000,53
REP,4,350,174,43.5383,100.0000,53
REP,4,350,175,43.5383,100.0000,53
REP,4,350,176,43.5383,100.0000,53
REP,4,350,177,43.5383,100.0000,53
REP,4,350,178,43.5383,100.0000,53
REP,4,350,179,43.5383,100.0000,53
REP,4,350,180,43.5383,100.0000,53
REP,4,350,181,43.5383,100.0000,53
REP,4,350,182,43.5383,100.0000,53
REP,4,350,183,43.5383,100.0000,53
REP,4,350,184,43.5383,100.0000,53
REP,4,350,185,43.5383,100.0000,53
REP,4,350,186,43.5383,100.0000,53
REP,4,350,187,43.5383,100.0000,53
REP,4,350,188,43.5383,100.0000,53
REP,4,350,189,43.5383,100.0000,53
REP,4,350,190,43.5383,100.0000,53
REP,4,350,191,43.5383,100.0000,53
REP,4,350,192,43.5383,100.0000,53
REP,4,350,193,43.5383,100.0000,53
REP,4,350,194,43.5383,100.0000,53
REP,4,350,195,43.5383,100.0000,53
REP,4,350,196,43.5383,100.0000,53
REP,4,350,197,43.5383,100.0000,53
REP,4,350,198,43.5383,100.0000,53
REP,4,350,199,43.5383,100.0000,53
REP,4,350,200,43.5383,100.0000,53
REP,4,350,201,43.5383,100.0000,53
REP,4,350,202,43.5383,100.0000,53
REP,4,350,203,43.5383,100.0000,53
REP,4,350,204,43.5383,100.0000,53
REP,4,350,205,43.5383,100.0000,53
REP,4,350,206,43.5383,100.0000,53
REP,4,350,207,43.5383,100.0000,53
REP,4,350,208,43.5383,100.0000,53
REP,4,350,209,43.5383,100.0000,53
REP,4,350,210,43.5383,100.0000,53
REP,4,350,211,43.5383,100.0000,53
REP,4,350,212,43.5383,100.0000,53
REP,4,350,213,43.5383,100.0000,53
REP,4,350,214,43.5383,100.0000,53
REP,4,350,215,43.5383,100.0000,53
REP,4,350,216,43.5383,100.0000,53
REP,4,350,217,43.5383,100.0000,53
REP,4,350,218,43.5383,100.0000,53
REP,4,350,219,43.5383,100.0000,53
REP,4,350,220,43.5383,100.0000,53
REP,4,350,221,43.5383,100.0000,53
REP,4,350,222,43.5383,100.0000,53
REP,4,350,223,43.5383,100.0000,53
REP,4,350,224,43.5383,100.0000,53
REP,4,350,225,43.5383,100.0000,53
REP,4,350,226,43.5383,100.0000,53
REP,4,350,227,43.5383,100.0000,53
REP,4,350,228,43.5383,100.0000,53
REP,4,350,229,43.5383,100.0000,53
REP,4,350,230,43.5383,100.0000,53
REP,4,350,231,43.5383,100.0000,53
REP,4,350,232,43.5383,100.0000,53
REP,4,350,233,43.5383,100.0000,53
REP,4,350,234,43.5383,100.0000,53
REP,4,350,235,43.5383,100.0000,53
REP,4,350,236,43.5383,100.0000,53
REP,4,350,237,43.5383,100.0000,53
REP,4,350,238,43.5383,100.0000,53
REP,4,350,239,43.5383,100.0000,53
REP,4,350,240,43.5383,100.0000,53
REP,4,350,241,43.5383,100.0000,53
REP,4,350,242,43.5383,100.0000,53
REP,4,350,243,43.5383,100.0000,53
REP,4,350,244,43.5383,100.0000,53
REP,4,350,245,43.5383,100.0000,53
REP,4,350,246,43.5383,100.0000,53
REP,4,350,247,43.5383,100.0000,53
REP,4,350,248,43.5383,100.0000,53
REP,4,350,249,43.5383,100.0000,53
REP,4,350,250,43.5383,100.0000,53
REP,4,350,251,43.5383,100.0000,53
REP,4,350,252,43.5383,100.0000,53
REP,4,350,253,43.5383,100.0000,53
REP,4,350,254,43.5383,100.0000,53
REP,4,350,255,43.5383,100.0000,53
REP,4,350,256,43.5383,100.0000,53
REP,4,350,257,43.5383,100.0000,53
REP,4,350,258,43.5383,100.0000,53
REP,4,350,259,43.5383,100.0000,53
REP,4,350,260,43.5383,100.0000,53
REP,4,350,261,43.5383,100.0000,53
REP,4,350,262,43.5383,100.0000,53
REP,4,350,263,43.5383,100.0000,53
REP,4,350,264,43.5383,100.0000,53
REP,4,350,265,43.5383,100.0000,53
REP,4,350,266,43.5383,100.0000,53
REP,4,350,267,43.5383,100.0000,53
REP,4,350,268,43.5383,100.0000,53
REP,4,350,269,43.5383,100.0000,53
REP,4,350,270,43.5383,100.0000,53
REP,4,350,271,43.5383,100.0000,53
REP,4,350,272,43.5383,100.0000,53
REP,4,350,273,43.5383,100.0000,53
REP,4,350,274,43.5383,100.0000,53
REP,4,350,275,43.5383,100.0000,53
REP,4,350,276,43.5383,100.0000,53
REP,4,350,277,43.5383,100.0000,53
REP,4,350,278,43.5383,100.0000,53
REP,4,350,279,43.5383,100.0000,53
REP,4,350,280,43.5383,100.0000,53
REP,4,350,281,43.5383,100.0000,53
REP,4,350,282,43.5383,100.0000,53
REP,4,350,283,43.5383,100.0000,53
REP,4,350,284,43.5383,100.0000,53
REP,4,350,285,43.5383,100.0000,53
REP,4,350,286,43.5383,100.0000,53
REP,4,350,287,43.5383,100.0000,53
REP,4,350,288,43.5383,100.0000,53
REP,4,350,289,43.5383,100.0000,53
REP,4,350,290,43.5383,100.0000,53
REP,4,350,291,43.5383,100.0000,53
REP,4,350,292,43.5383,100.0000,53
REP,4,350,293,43.5383,100.0000,53
REP,4,350,294,43.5383,100.0000,53
REP,4,350,295,43.5383,100.0000,53
REP,4,350,296,43.5383,100.0000,53
REP,4,350,297,43.5383,100.0000,53
REP,4,350,298,43.5383,100.0000,53
REP,4,350,299,43.5383,100.0000,53
REP,4,350,300,43.5383,100.0000,53
REP,4,350,301,43.5383,100.0000,53
REP,4,350,302,43.5383,100.0000,53
REP,4,350,303,43.5383,100.0000,53
REP,4,350,304,43.5383,100.0000,53
REP,4,350,305,43.5383,100.0000,53
REP,4,350,306,43.5383,100.0000,53
REP,4,350,307,43.5383,100.0000,53
REP,4,350,308,43.5383,100.0000,53
REP,4,350,309,43.5383,100.0000,53
REP,4,350,310,43.5383,100.0000,53
REP,4,350,311,43.5383,100.0000,53
REP,4,350,312,43.5383,100.0000,53
REP,4,350,313,43.5383,100.0000,53
REP,4,350,314,43.5383,100.0000,53
REP,4,350,315,43.5383,100.0000,53
REP,4,350,316,43.5383,100.0000,53
REP,4,350,317,43.5383,100.0000,53
REP,4,350,318,43.5383,100.0000,53
