cfg,seed,instance,pop,iteration,best_su,best_csr,best_placed
MOGWO,1,350,30,228,55.1175,72.7273,66
MOGWO,1,350,30,229,55.1175,72.7273,66
MOGWO,1,350,30,230,55.1175,72.7273,66
MOGWO,1,350,30,231,55.1175,72.7273,66
MOGWO,1,350,30,232,55.1175,72.7273,66
MOGWO,1,350,30,233,55.1175,72.7273,66
MOGWO,1,350,30,234,55.1175,72.7273,66
MOGWO,1,350,30,235,55.1175,72.7273,66
MOGWO,1,350,30,236,55.1175,72.7273,66
MOGWO,1,350,30,237,55.1175,72.7273,66
MOGWO,1,350,30,238,55.1175,72.7273,66
MOGWO,1,350,30,239,55.1175,72.7273,66
MOGWO,1,350,30,240,55.1175,72.7273,66
MOGWO,1,350,30,241,55.1175,72.7273,66
MOGWO,1,350,30,242,55.1175,72.7273,66
MOGWO,1,350,30,243,55.1175,72.7273,66
MOGWO,1,350,30,244,55.1175,72.7273,66
MOGWO,1,350,30,245,55.1175,72.7273,66
MOGWO,1,350,30,246,55.1175,72.7273,66
MOGWO,1,350,30,247,55.1175,72.7273,66
MOGWO,1,350,30,248,55.1175,72.7273,66
MOGWO,1,350,30,249,54.1328,74.1935,62
MOGWO,1,350,30,250,54.1328,74.1935,62
MOGWO,1,350,30,251,54.1328,74.1935,62
MOGWO,1,350,30,252,54.1328,74.1935,62
MOGWO,1,350,30,253,54.1328,74.1935,62
MOGWO,1,350,30,254,54.1328,74.1935,62
MOGWO,1,350,30,255,54.1328,74.1935,62
MOGWO,1,350,30,256,54.1328,74.1935,62
MOGWO,1,350,30,257,54.1328,74.1935,62
MOGWO,1,350,30,258,54.1328,74.1935,62
MOGWO,1,350,30,259,54.1328,74.1935,62
MOGWO,1,350,30,260,54.1328,74.1935,62
MOGWO,1,350,30,261,54.1328,74.1935,62
MOGWO,1,350,30,262,54.1328,74.1935,62
MOGWO,1,350,30,263,54.1328,74.1935,62
MOGWO,1,350,30,264,54.1328,74.1935,62
MOGWO,1,350,30,265,54.1328,74.1935,62
MOGWO,1,350,30,266,54.1328,74.1935,62
MOGWO,1,350,30,267,54.1328,74.1935,62
MOGWO,1,350,30,268,54.1328,74.1935,62
MOGWO,1,350,30,269,54.1328,74.1935,62
MOGWO,1,350,30,270,54.1328,74.1935,62
MOGWO,1,350,30,271,54.1328,74.1935,62
MOGWO,1,350,30,272,54.1328,74.1935,62
MOGWO,1,350,30,273,54.1328,74.1935,62
MOGWO,1,350,30,274,54.1328,74.1935,62
MOGWO,1,350,30,275,54.1328,74.1935,62
MOGWO,1,350,30,276,54.1328,74.1935,62
MOGWO,1,350,30,277,54.1328,74.1935,62
MOGWO,1,350,30,278,54.1328,74.1935,62
MOGWO,1,350,30,279,54.1328,74.1935,62
MOGWO,1,350,30,280,54.1328,74.1935,62
MOGWO,1,350,30,281,54.1328,74.1935,62
MOGWO,1,350,30,282,54.1328,74.1935,62
MOGWO,1,350,30,283,54.1328,74.1935,62
MOGWO,1,350,30,284,54.1328,74.1935,62
MOGWO,1,350,30,285,54.1328,74.1935,62
MOGWO,1,350,30,286,54.1328,74.1935,62
MOGWO,1,350,30,287,54.1328,74.1935,62
MOGWO,1,350,30,288,54.1328,74.1935,62
MOGWO,1,350,30,289,54.1328,74.1935,62
MOGWO,1,350,30,290,54.1328,74.1935,62
MOGWO,1,350,30,291,54.1328,74.1935,62
MOGWO,1,350,30,292,54.1328,74.1935,62
MOGWO,1,350,30,293,54.1328,74.1935,62
MOGWO,1,350,30,294,54.1328,74.1935,62
MOGWO,1,350,30,295,54.1328,74.1935,62
MOGWO,1,350,30,296,54.1328,74.1935,62
MOGWO,1,350,30,297,54.1328,74.1935,62
MOGWO,1,350,30,298,54.1328,74.1935,62
MOGWO,1,350,30,299,54.1328,74.1935,62
MOGWO,1,350,30,300,54.1328,74.1935,62
MOGWO,1,350,30,301,54.1328,74.1935,62
MOGWO,1,350,30,302,54.1328,74.1935,62
MOGWO,1,350,30,303,54.1328,74.1935,62
MOGWO,1,350,30,304,54.1328,74.1935,62
MOGWO,1,350,30,305,54.1328,74.1935,62
MOGWO,1,350,30,306,54.1328,74.1935,62
MOGWO,1,350,30,307,54.1328,74.1935,62
MOGWO,1,350,30,308,54.1328,74.1935,62
MOGWO,1,350,30,309,54.1328,74.1935,62
MOGWO,1,350,30,310,54.1328,74.1935,62
MOGWO,1,350,30,311,54.1328,74.1935,62
MOGWO,1,350,30,312,54.1328,74.1935,62
MOGWO,1,350,30,313,54.1328,74.1935,62
MOGWO,1,350,30,314,54.1328,74.1935,62
MOGWO,1,350,30,315,54.1328,74.1935,62
MOGWO,1,350,30,316,54.1328,74.1935,62
MOGWO,1,350,30,317,54.1328,74.1935,62
MOGWO,1,350,30,318,54.1328,74.1935,62
MOGWO,1,350,30,319,54.1328,74.1935,62
MOGWO,1,350,30,320,54.1328,74.1935,62
MOGWO,1,350,30,321,54.1328,74.1935,62
MOGWO,1,350,30,322,54.1328,74.1935,62
MOGWO,1,350,30,323,54.1328,74.1935,62
MOGWO,1,350,30,324,54.1328,74.1935,62
MOGWO,1,350,30,325,54.1328,74.1935,62
MOGWO,1,350,30,326,54.1328,74.1935,62
MOGWO,1,350,30,327,54.1328,74.1935,62
MOGWO,1,350,30,328,57.9853,75.0000,68
MOGWO,1,350,30,329,57.9853,75.0000,68
MOGWO,1,350,30,330,57.9853,75.0000,68
MOGWO,1,350,30,331,57.9853,75.0000,68
MOGWO,1,350,30,332,57.9853,75.0000,68
MOGWO,1,350,30,333,57.9853,75.0000,68
MOGWO,1,350,30,334,57.9853,75.0000,68
MOGWO,1,350,30,335,57.9853,75.0000,68
MOGWO,1,350,30,336,57.9853,75.0000,68
MOGWO,1,350,30,337,57.9853,75.0000,68
MOGWO,1,350,30,338,57.9853,75.0000,68
MOGWO,1,350,30,339,57.9853,75.0000,68
MOGWO,1,350,30,340,57.9853,75.0000,68
MOGWO,1,350,30,341,57.9853,75.0000,68
MOGWO,1,350,30,342,57.9853,75.0000,68
MOGWO,1,350,30,343,57.9853,75.0000,68
MOGWO,1,350,30,344,57.9853,75.0000,68
MOGWO,1,350,30,345,57.9853,75.0000,68
MOGWO,1,350,30,346,57.9853,75.0000,68
MOGWO,1,350,30,347,57.9853,75.0000,68
MOGWO,1,350,30,348,57.9853,75.0000,68
MOGWO,1,350,30,349,57.9853,75.0000,68
MOGWO,1,350,30,350,57.9853,75.0000,68
MOGWO,1,350,30,351,57.9853,75.0000,68
MOGWO,1,350,30,352,57.9853,75.0000,68
MOGWO,1,350,30,353,57.9853,75.0000,68
MOGWO,1,350,30,354,57.9853,75.0000,68
MOGWO,1,350,30,355,57.9853,75.0000,68
MOGWO,1,350,30,356,57.9853,75.0000,68
MOGWO,1,350,30,357,57.9853,75.0000,68
MOGWO,1,350,30,358,57.9853,75.0000,68
MOGWO,1,350,30,359,57.9853,75.0000,68
MOGWO,1,350,30,360,57.9853,75.0000,68
MOGWO,1,350,30,361,57.9853,75.0000,68
MOGWO,1,350,30,362,57.9853,75.0000,68
MOGWO,1,350,30,363,57.9853,75.0000,68
MOGWO,1,350,30,364,57.9853,75.0000,68
MOGWO,1,350,30,365,57.9853,75.0000,68
MOGWO,1,350,30,366,57.9853,75.0000,68
MOGWO,1,350,30,367,57.9853,75.0000,68
MOGWO,1,350,30,368,57.9853,75.0000,68
MOGWO,1,350,30,369,57.9853,75.0000,68
MOGWO,1,350,30,370,57.9853,75.0000,68
MOGWO,1,350,30,371,57.9853,75.0000,68
MOGWO,1,350,30,372,57.9853,75.0000,68
MOGWO,1,350,30,373,57.9853,75.0000,68
MOGWO,1,350,30,374,57.9853,75.0000,68
MOGWO,1,350,30,375,57.9853,75.0000,68
MOGWO,1,350,30,376,57.9853,75.0000,68
MOGWO,1,350,30,377,57.9853,75.0000,68
MOGWO,1,350,30,378,57.9853,75.0000,68
MOGWO,1,350,30,379,57.9853,75.0000,68
MOGWO,1,350,30,380,57.9853,75.0000,68
MOGWO,1,350,30,381,57.9853,75.0000,68
MOGWO,1,350,30,382,57.9853,75.0000,68
MOGWO,1,350,30,383,57.9853,75.0000,68
MOGWO,1,350,30,384,57.9853,75.0000,68
MOGWO,1,350,30,385,57.9853,75.0000,68
MOGWO,1,350,30,386,57.9853,75.0000,68
MOGWO,1,350,30,387,57.9853,75.0000,68
MOGWO,1,350,30,388,57.9853,75.0000,68
MOGWO,1,350,30,389,57.9853,75.0000,68
MOGWO,1,350,30,390,57.9853,75.0000,68
MOGWO,1,350,30,391,57.9853,75.0000,68
MOGWO,1,350,30,392,57.9853,75.0000,68
