cfg,seed,instance,iteration,best_su,best_csr,best_placed
DGWO,2,350,1,54.7549,50.0000,74
DGWO,2,350,2,55.3603,48.6486,74
DGWO,2,350,3,55.6893,42.6829,82
DGWO,2,350,4,56.5737,55.8442,77
DGWO,2,350,5,52.4143,52.9412,68
DGWO,2,350,6,57.5462,39.0244,82
DGWO,2,350,7,57.2554,45.0704,71
DGWO,2,350,8,61.0056,44.7059,85
DGWO,2,350,9,59.4113,53.8462,78
DGWO,2,350,10,62.1026,40.2299,87
DGWO,2,350,11,61.5110,37.2093,86
DGWO,2,350,12,57.2394,48.1013,79
DGWO,2,350,13,58.6372,45.0704,71
DGWO,2,350,14,58.7715,47.2973,74
DGWO,2,350,15,56.4172,49.2754,69
DGWO,2,350,16,63.7871,37.9310,87
DGWO,2,350,17,65.7303,36.7816,87
DGWO,2,350,18,61.7816,45.3333,75
DGWO,2,350,19,61.2602,42.6829,82
DGWO,2,350,20,61.3465,36.5854,82
DGWO,2,350,21,67.9503,44.9438,89
DGWO,2,350,22,63.7951,43.3735,83
DGWO,2,350,23,62.7703,55.5556,72
DGWO,2,350,24,61.8939,52.0548,73
DGWO,2,350,25,61.8038,51.2500,80
DGWO,2,350,26,64.5470,45.8824,85
DGWO,2,350,27,63.8291,50.6494,77
DGWO,2,350,28,59.7040,55.5556,72
DGWO,2,350,29,60.1533,56.7568,74
DGWO,2,350,30,64.7097,54.4304,79
DGWO,2,350,31,57.6826,64.7059,68
DGWO,2,350,32,58.5509,53.5211,71
DGWO,2,350,33,61.5049,49.3151,73
DGWO,2,350,34,62.3733,52.6316,76
DGWO,2,350,35,60.3518,51.3889,72
DGWO,2,350,36,61.1900,44.5946,74
DGWO,2,350,37,61.5831,48.0519,77
DGWO,2,350,38,63.9756,51.8987,79
DGWO,2,350,39,66.0051,46.8354,79
DGWO,2,350,40,64.4509,48.1013,79
DGWO,2,350,41,59.4453,52.7778,72
DGWO,2,350,42,62.2569,44.0000,75
DGWO,2,350,43,70.7619,47.8261,92
DGWO,2,350,44,64.6234,48.1013,79
DGWO,2,350,45,66.8231,44.1860,86
DGWO,2,350,46,61.3927,49.3333,75
DGWO,2,350,47,65.3112,44.1860,86
DGWO,2,350,48,62.9088,46.1538,78
DGWO,2,350,49,62.5637,51.2821,78
DGWO,2,350,50,65.0685,47.4359,78
DGWO,2,350,51,65.9769,44.3182,88
DGWO,2,350,52,66.0070,50.5618,89
DGWO,2,350,53,67.1602,43.3333,90
DGWO,2,350,54,63.3760,42.6829,82
DGWO,2,350,55,69.4664,38.0435,92
DGWO,2,350,56,68.3034,45.8824,85
