cfg,seed,instance,pop,iteration,best_su,best_csr,best_placed
SEQ,1,350,30,392,67.0037,65.8537,82
SEQ,1,350,30,393,67.0037,65.8537,82
SEQ,1,350,30,394,67.0037,65.8537,82
SEQ,1,350,30,395,67.0037,65.8537,82
SEQ,1,350,30,396,67.0037,65.8537,82
SEQ,1,350,30,397,67.0037,65.8537,82
SEQ,1,350,30,398,67.0037,65.8537,82
SEQ,1,350,30,399,67.0037,65.8537,82
SEQ,1,350,30,400,67.0037,65.8537,82
SEQ,1,350,30,401,67.0037,65.8537,82
SEQ,1,350,30,402,67.0037,65.8537,82
SEQ,1,350,30,403,67.0037,65.8537,82
SEQ,1,350,30,404,67.0037,65.8537,82
SEQ,1,350,30,405,67.0037,65.8537,82
SEQ,1,350,30,406,67.0037,65.8537,82
SEQ,1,350,30,407,67.0037,65.8537,82
SEQ,1,350,30,408,67.0037,65.8537,82
SEQ,1,350,30,409,67.0037,65.8537,82
SEQ,1,350,30,410,67.0037,65.8537,82
SEQ,1,350,30,411,67.0037,65.8537,82
SEQ,1,350,30,412,67.0037,65.8537,82
SEQ,1,350,30,413,67.0037,65.8537,82
SEQ,1,350,30,414,67.0037,65.8537,82
SEQ,1,350,30,415,67.0037,65.8537,82
SEQ,1,350,30,416,67.0037,65.8537,82
SEQ,1,350,30,417,67.0037,65.8537,82
SEQ,1,350,30,418,67.0037,65.8537,82
SEQ,1,350,30,419,67.0037,65.8537,82
SEQ,1,350,30,420,67.0037,65.8537,82
SEQ,1,350,30,421,67.0037,65.8537,82
SEQ,1,350,30,422,67.0037,65.8537,82
SEQ,1,350,30,423,67.0037,65.8537,82
SEQ,1,350,30,424,67.0037,65.8537,82
SEQ,1,350,30,425,67.0037,65.8537,82
SEQ,1,350,30,426,67.0037,65.8537,82
SEQ,1,350,30,427,67.0037,65.8537,82
SEQ,1,350,30,428,67.0037,65.8537,82
SEQ,1,350,30,429,67.0037,65.8537,82
SEQ,1,350,30,430,67.0037,65.8537,82
SEQ,1,350,30,431,67.0037,65.8537,82
SEQ,1,350,30,432,67.0037,65.8537,82
SEQ,1,350,30,433,67.0037,65.8537,82
SEQ,1,350,30,434,67.0037,65.8537,82
SEQ,1,350,30,435,67.0037,65.8537,82
SEQ,1,350,30,436,67.0037,65.8537,82
SEQ,1,350,30,437,67.0037,65.8537,82
SEQ,1,350,30,438,67.0037,65.8537,82
SEQ,1,350,30,439,67.0037,65.8537,82
SEQ,1,350,30,440,67.0037,65.8537,82
SEQ,1,350,30,441,67.0037,65.8537,82
SEQ,1,350,30,442,67.0037,65.8537,82
SEQ,1,350,30,443,67.0037,65.8537,82
SEQ,1,350,30,444,67.0037,65.8537,82
SEQ,1,350,30,445,67.0037,65.8537,82
SEQ,1,350,30,446,67.0037,65.8537,82
SEQ,1,350,30,447,67.0037,65.8537,82
SEQ,1,350,30,448,67.0037,65.8537,82
SEQ,1,350,30,449,67.0037,65.8537,82
SEQ,1,350,30,450,67.0037,65.8537,82
SEQ,1,350,30,451,67.0037,65.8537,82
SEQ,1,350,30,452,67.0037,65.8537,82
SEQ,1,350,30,453,67.0037,65.8537,82
SEQ,1,350,30,454,67.0037,65.8537,82
SEQ,1,350,30,455,67.0037,65.8537,82
SEQ,1,350,30,456,67.0037,65.8537,82
SEQ,1,350,30,457,67.0037,65.8537,82
SEQ,1,350,30,458,67.0037,65.8537,82
SEQ,1,350,30,459,67.0037,65.8537,82
SEQ,1,350,30,460,67.0037,65.8537,82
SEQ,1,350,30,461,67.0037,65.8537,82
SEQ,1,350,30,462,67.0037,65.8537,82
SEQ,1,350,30,463,67.0037,65.8537,82
SEQ,1,350,30,464,67.0037,65.8537,82
SEQ,1,350,30,465,67.0037,65.8537,82
SEQ,1,350,30,466,67.0037,65.8537,82
