cfg,seed,instance,iteration,best_su,best_csr,best_placed
MOGWO,3,350,1,46.5705,66.1017,59
MOGWO,3,350,2,46.5705,66.1017,59
MOGWO,3,350,3,47.8320,66.1538,65
MOGWO,3,350,4,47.8320,66.1538,65
MOGWO,3,350,5,47.8320,66.1538,65
MOGWO,3,350,6,47.8320,66.1538,65
MOGWO,3,350,7,47.8320,66.1538,65
MOGWO,3,350,8,47.7839,70.9677,62
MOGWO,3,350,9,47.7839,70.9677,62
MOGWO,3,350,10,47.7839,70.9677,62
MOGWO,3,350,11,47.7839,70.9677,62
MOGWO,3,350,12,47.7839,70.9677,62
MOGWO,3,350,13,47.7839,70.9677,62
MOGWO,3,350,14,47.7839,70.9677,62
MOGWO,3,350,15,47.7839,70.9677,62
MOGWO,3,350,16,47.7839,70.9677,62
MOGWO,3,350,17,47.7839,70.9677,62
MOGWO,3,350,18,47.7839,70.9677,62
MOGWO,3,350,19,47.7839,70.9677,62
MOGWO,3,350,20,47.7839,70.9677,62
MOGWO,3,350,21,47.7839,70.9677,62
MOGWO,3,350,22,47.7839,70.9677,62
MOGWO,3,350,23,47.7839,70.9677,62
MOGWO,3,350,24,47.7839,70.9677,62
MOGWO,3,350,25,47.7839,70.9677,62
MOGWO,3,350,26,47.7839,70.9677,62
MOGWO,3,350,27,47.7839,70.9677,62
MOGWO,3,350,28,47.7839,70.9677,62
MOGWO,3,350,29,47.7839,70.9677,62
MOGWO,3,350,30,47.7839,70.9677,62
MOGWO,3,350,31,47.7839,70.9677,62
MOGWO,3,350,32,47.7839,70.9677,62
MOGWO,3,350,33,47.7839,70.9677,62
MOGWO,3,350,34,47.7839,70.9677,62
MOGWO,3,350,35,47.7839,70.9677,62
MOGWO,3,350,36,47.7839,70.9677,62
MOGWO,3,350,37,47.7839,70.9677,62
MOGWO,3,350,38,47.7839,70.9677,62
MOGWO,3,350,39,47.7839,70.9677,62
MOGWO,3,350,40,47.7839,70.9677,62
MOGWO,3,350,41,47.7839,70.9677,62
MOGWO,3,350,42,47.7839,70.9677,62
MOGWO,3,350,43,47.7839,70.9677,62
MOGWO,3,350,44,47.7839,70.9677,62
MOGWO,3,350,45,47.7839,70.9677,62
MOGWO,3,350,46,47.7839,70.9677,62
MOGWO,3,350,47,47.7839,70.9677,62
MOGWO,3,350,48,47.7839,70.9677,62
MOGWO,3,350,49,47.7839,70.9677,62
MOGWO,3,350,50,47.7839,70.9677,62
MOGWO,3,350,51,47.7839,70.9677,62
MOGWO,3,350,52,47.2182,72.8814,59
MOGWO,3,350,53,47.2182,72.8814,59
MOGWO,3,350,54,47.2182,72.8814,59
MOGWO,3,350,55,47.2182,72.8814,59
MOGWO,3,350,56,47.2182,72.8814,59
MOGWO,3,350,57,47.2182,72.8814,59
MOGWO,3,350,58,47.2182,72.8814,59
MOGWO,3,350,59,47.2182,72.8814,59
MOGWO,3,350,60,47.2182,72.8814,59
MOGWO,3,350,61,47.2182,72.8814,59
MOGWO,3,350,62,47.2182,72.8814,59
MOGWO,3,350,63,47.2182,72.8814,59
MOGWO,3,350,64,47.2182,72.8814,59
MOGWO,3,350,65,47.2182,72.8814,59
MOGWO,3,350,66,48.0866,77.4194,62
MOGWO,3,350,67,48.0866,77.4194,62
MOGWO,3,350,68,48.0866,77.4194,62
MOGWO,3,350,69,48.0866,77.4194,62
MOGWO,3,350,70,48.0866,77.4194,62
MOGWO,3,350,71,48.0866,77.4194,62
MOGWO,3,350,72,48.0866,77.4194,62
MOGWO,3,350,73,48.0866,77.4194,62
MOGWO,3,350,74,48.0866,77.4194,62
MOGWO,3,350,75,48.0866,77.4194,62
MOGWO,3,350,76,48.0866,77.4194,62
MOGWO,3,350,77,48.0866,77.4194,62
MOGWO,3,350,78,48.0866,77.4194,62
MOGWO,3,350,79,48.0866,77.4194,62
MOGWO,3,350,80,48.0866,77.4194,62
MOGWO,3,350,81,48.0866,77.4194,62
MOGWO,3,350,82,48.0866,77.4194,62
MOGWO,3,350,83,48.0866,77.4194,62
MOGWO,3,350,84,48.0866,77.4194,62
MOGWO,3,350,85,48.0866,77.4194,62
MOGWO,3,350,86,48.0866,77.4194,62
MOGWO,3,350,87,48.0866,77.4194,62
MOGWO,3,350,88,48.0866,77.4194,62
MOGWO,3,350,89,48.0866,77.4194,62
MOGWO,3,350,90,48.0866,77.4194,62
MOGWO,3,350,91,48.0866,77.4194,62
MOGWO,3,350,92,48.0866,77.4194,62
MOGWO,3,350,93,48.0866,77.4194,62
MOGWO,3,350,94,48.0866,77.4194,62
MOGWO,3,350,95,48.0866,77.4194,62
MOGWO,3,350,96,48.0866,77.4194,62
MOGWO,3,350,97,48.0866,77.4194,62
MOGWO,3,350,98,48.0866,77.4194,62
MOGWO,3,350,99,48.0866,77.4194,62
MOGWO,3,350,100,48.0866,77.4194,62
MOGWO,3,350,101,48.0866,77.4194,62
MOGWO,3,350,102,48.0866,77.4194,62
